,T,P1,P2,runoff
5/27/1953,18.7,35.4,19.9,48.2
5/28/1953,9.2,18.2,25.4,70.8
5/29/1953,12,3.2,2.6,41.3
5/30/1953,9.3,28.5,25,36.5
5/31/1953,7.6,4.2,1.8,31.9
6/1/1953,9.7,9.2,4.4,25.7
6/2/1953,5.7,3,3.2,23.5
6/3/1953,8.7,1,0,20.5
6/4/1953,10.9,0,0,19.1
6/5/1953,12.7,0,0,18.8
6/6/1953,14.6,0,0,19.4
6/7/1953,17.4,1.5,5.9,22.4
6/8/1953,17,2,3.6,31.3
6/9/1953,15.7,5.5,10.1,38.8
6/10/1953,11.5,16.5,28,44
6/11/1953,11.9,1.2,0.2,54
6/12/1953,13.9,1.6,3.2,37.9
6/13/1953,14.3,2,2.8,33.6
6/14/1953,14.2,6.2,5.8,32.3
6/15/1953,14.7,20.2,11.6,33.2
6/16/1953,14.9,17.5,7.5,47.8
6/17/1953,14.6,13.1,8.9,45.4
6/18/1953,12.1,4.1,3.6,54.8
6/19/1953,14.9,0,0,45
6/20/1953,17.1,0,0,38.5
6/21/1953,17,0.2,2.8,36.8
6/22/1953,17.1,6.1,2.6,40.2
6/23/1953,14.7,11,6.1,41.6
6/24/1953,13.9,17,23.5,47.6
6/25/1953,12.6,22.2,16,57.1
6/26/1953,13.9,24.2,15.3,90.9
6/27/1953,16,2.4,4.5,78.3
6/28/1953,18.2,0,0,63.2
6/29/1953,17.4,1,0,60.5
6/30/1953,19.8,2.1,2.2,62
7/1/1953,18.2,18,13.2,64.3
7/2/1953,18,4.2,2.1,74.6
7/3/1953,18.4,2.2,3.3,62.4
7/4/1953,18.6,2.5,2.1,63.5
7/5/1953,17.2,9.5,2.3,63.2
7/6/1953,18.4,10.7,8.7,60.5
7/7/1953,20.9,0,0,67.8
7/8/1953,21.2,0,0,64.3
7/9/1953,17.3,9.3,5,59.7
7/10/1953,12.4,10.8,6,56.7
7/11/1953,14.5,0,0,43.2
7/12/1953,16.7,5.4,2.5,34.6
7/13/1953,15.4,0.2,0.2,34.6
7/14/1953,17.1,0,0,32.4
7/15/1953,17.7,0,0,33.7
7/16/1953,16.7,0,0,35
7/17/1953,19.7,3.6,5,42.6
7/18/1953,17.1,35.2,20.3,61.6
7/19/1953,15.4,0.8,4.5,73.7
7/20/1953,17.6,0,0,45.4
7/21/1953,19.9,0,0,42.6
7/22/1953,21.6,1.5,0,48.4
7/23/1953,16.9,15.4,15.2,53.7
7/24/1953,16.5,0,0,51.2
7/25/1953,20.6,0,0,44.4
7/26/1953,22.3,1.6,0.2,48
7/27/1953,19.3,0,0,48.4
7/28/1953,18.4,1,1.7,42.9
7/29/1953,23.2,24.2,13.8,43.2
7/30/1953,17,9.1,10.9,53
7/31/1953,15.4,6.4,3.4,41.8
8/1/1953,17.5,5.5,3.7,45.8
8/2/1953,15.3,14.5,8.3,45.1
8/3/1953,13.6,5.5,3.8,50.1
8/4/1953,13.8,0,0,35.6
8/5/1953,16.2,0,0,31.8
8/6/1953,18.2,0,0,33
8/7/1953,16,0,0,36.9
8/8/1953,18,0,0,35
8/9/1953,17.5,0,0,36.3
8/10/1953,19,0,0,37.2
8/11/1953,21.2,0,0,37.6
8/12/1953,23.2,0,0,41.5
8/13/1953,22.7,0,0,46.5
8/14/1953,19.5,5.4,3.7,46.5
8/15/1953,19.2,1.2,0,42.9
8/16/1953,17.2,11.5,10.2,44.4
8/17/1953,18.4,0,0,38.2
8/18/1953,18.7,0,0,32.4
8/19/1953,18.8,0,0,31.5
8/20/1953,19.5,0,0,30.8
8/21/1953,16.2,12.1,9.7,34.3
8/22/1953,11.9,3.2,5,30.8
8/23/1953,13.6,0,0,22.3
8/24/1953,15.8,1.6,1.2,21.7
8/25/1953,16.5,0,0,26.3
8/26/1953,15.6,0,0,24.8
8/27/1953,14.6,0,0,23.4
8/28/1953,14,0,0,19.5
8/29/1953,16.1,0,0,19.5
8/30/1953,17.8,0,0,22.8
8/31/1953,20,0,0,26
9/1/1953,19.9,0,0,25.7
9/2/1953,20.2,0,0,27.5
9/3/1953,19.8,0,0,30.2
9/4/1953,19.3,0,0,27.2
9/5/1953,18.4,0,0,26.9
9/6/1953,17.3,0,0,25.1
9/7/1953,17.3,0,0,25.4
9/8/1953,19,0,0,26.6
9/9/1953,19,0,0,26.3
9/10/1953,14,13.1,10.5,22.8
9/11/1953,9.2,0,0.9,18.4
9/12/1953,13.6,0,0,13.6
9/13/1953,14.2,0,0,13.8
9/14/1953,12.9,0,0,13.4
9/15/1953,15.1,0,0,13.6
9/16/1953,14.8,2.2,0.1,14.9
9/17/1953,15.5,0,0,14.5
9/18/1953,16.3,0,0,15.6
9/19/1953,14,18.2,11.4,21.7
9/20/1953,11.9,4.2,3.4,19.2
9/21/1953,12.5,14.2,10,14.7
9/22/1953,11.1,0,0,17.9
9/23/1953,12.1,14.3,9,11.4
9/24/1953,11.5,6,3.9,15.6
9/25/1953,12.7,0,0.5,14.5
9/26/1953,12.5,0.1,0,14.2
9/27/1953,15,1.5,2.5,20.1
9/28/1953,13.2,20.2,25.5,37.6
9/29/1953,9.4,4.1,0.2,30.5
9/30/1953,10.9,0,0,20.4
10/1/1953,12,0,0,16.6
10/2/1953,11.6,0,0,15.2
10/3/1953,13.4,2.8,3.6,13.8
10/4/1953,13.4,3.2,5,16.4
10/5/1953,12,0,0,15.4
10/6/1953,9.9,0,0,11.4
10/7/1953,8.5,0,0,9.64
10/8/1953,6.9,0,0,8.8
10/9/1953,6.2,0,0,8.08
10/10/1953,7,0,0,7.54
10/11/1953,7.7,0,0,7.36
10/12/1953,8.2,0,0,7
10/13/1953,11.9,0,0,7.36
10/14/1953,12.5,0,0,9.01
10/15/1953,12.9,1.6,5,14
10/16/1953,12.6,2.1,5.1,13.8
10/17/1953,12.9,0.5,1.5,12
10/18/1953,12.9,7.2,18,17.2
10/19/1953,13.1,0.1,1.1,44
10/20/1953,13.3,0,0,22.3
10/21/1953,12.8,0,0,15.4
10/22/1953,10.4,0,0,12.3
10/23/1953,10.5,0,0,10.3
10/24/1953,10.2,0.4,0.4,8.8
10/25/1953,10.5,2.2,4.9,9.01
10/26/1953,10.2,2,0.8,10.1
10/27/1953,9.8,5.1,9.2,9.64
10/28/1953,11.6,2,2.3,14.2
10/29/1953,4.4,35.1,43.4,12.3
10/30/1953,4.4,0,0,11.8
10/31/1953,4.3,0,0,10.3
11/1/1953,8.3,0,0,9.22
11/2/1953,5.8,8.2,3.2,9.22
11/3/1953,4.9,4.2,1.6,9.01
11/4/1953,5.6,1.1,1.7,8.44
11/5/1953,7.2,8.2,5.2,8.62
11/6/1953,5,13.5,9.9,10.5
11/7/1953,4.1,0,0,9.22
11/8/1953,2.9,0,0,8.62
11/9/1953,3.5,0,0,8.44
11/10/1953,3.8,0,0,8.08
11/11/1953,2.9,0,0,7.9
11/12/1953,3.1,0,0,7.36
11/13/1953,2.5,0,0,7
11/14/1953,1.3,0,0,6.84
11/15/1953,2.7,0,0,6.69
11/16/1953,2.9,0,0,6.22
11/17/1953,2.9,0,0,6.22
11/18/1953,2.4,0,0,6.07
11/19/1953,2.4,0,0,5.76
11/20/1953,2.6,0,0,5.45
11/21/1953,1.4,0,0,5.32
11/22/1953,1,0,0,5.04
11/23/1953,1.3,0,0,4.77
11/24/1953,1.2,0,0,4.63
11/25/1953,0.9,0,0,4.37
11/26/1953,1,0,0,4.25
11/27/1953,6.6,0,0,4.25
11/28/1953,3.5,0,0,4.13
11/29/1953,3.5,0,0,4.02
11/30/1953,4.9,0,0,3.91
12/1/1953,5.1,0,0,3.91
12/2/1953,4,0,0,3.71
12/3/1953,5.2,0,0,3.71
12/4/1953,5.2,0,0,3.61
12/5/1953,5,0,0,3.51
12/6/1953,5,0,0,3.61
12/7/1953,2.5,0,0,3.51
12/8/1953,2,0,0,3.31
12/9/1953,3.5,0,0,3.31
12/10/1953,5.2,0,0,3.21
12/11/1953,4.1,0,0,3.11
12/12/1953,1.9,0,0,3.01
12/13/1953,1,0,0,2.91
12/14/1953,2.2,0,0,2.81
12/15/1953,3.2,0,0,2.81
12/16/1953,1.8,0,0,2.71
12/17/1953,1.1,0,0,2.71
12/18/1953,0.6,0,0,2.61
12/19/1953,3.3,18.2,15.2,2.61
12/20/1953,4,6.1,2.5,3.51
12/21/1953,2,0.1,0,3.11
12/22/1953,1.8,0,0,2.71
12/23/1953,1.6,0,0,2.51
12/24/1953,1.3,0,0,2.51
12/25/1953,2.4,3.1,1.6,2.41
12/26/1953,0.9,0,2,2.51
12/27/1953,1.5,4.1,2,2.51
12/28/1953,0.7,11,9,2.41
12/29/1953,0.7,11,17.3,2.41
12/30/1953,-3.4,2.2,1.1,2.41
12/31/1953,-4.4,0.1,0.2,2.31
1/1/1954,-5.5,0,0,2.11
1/2/1954,-8.4,0,0,2.21
1/3/1954,-5.8,5.2,3.5,2.31
1/4/1954,-6.1,0.1,2.3,2.31
1/5/1954,-4.4,0,1.2,2.31
1/6/1954,-4.7,1,0.5,2.31
1/7/1954,-5.1,2.2,2,2.31
1/8/1954,-7.2,1.2,0.4,2.31
1/9/1954,-6.4,14,14,2.31
1/10/1954,-1.2,12.5,18.3,2.41
1/11/1954,0.2,60,36.8,2.41
1/12/1954,1.5,0,0,2.31
1/13/1954,-0.1,12.8,6.6,2.11
1/14/1954,1.7,12.5,9.7,2.31
1/15/1954,2.2,34.3,22.5,2.81
1/16/1954,3.6,1.3,0,5.32
1/17/1954,5.3,0,2.1,4.77
1/18/1954,0.5,0,0,4.02
1/19/1954,-1.6,0,0,3.51
1/20/1954,1.9,0,0,3.41
1/21/1954,2.2,14.2,8.5,3.41
1/22/1954,2.2,1,1,4.91
1/23/1954,-0.2,0,0,4.13
1/24/1954,-3.7,0,0,3.61
1/25/1954,-5.7,0,0,3.01
1/26/1954,-2.9,0,0,3.01
1/27/1954,-4.7,1,0.2,3.01
1/28/1954,-2.4,0,0,3.01
1/29/1954,0,0,0,3.01
1/30/1954,-3.2,7.2,3,2.91
1/31/1954,-9.6,0.1,0,2.71
2/1/1954,-9.2,0.1,0,2.31
2/2/1954,-9.7,0.5,0,2.31
2/3/1954,-9.1,0,0,2.31
2/4/1954,-8.1,0,0,2.31
2/5/1954,-8.1,0,0,2.31
2/6/1954,-4.9,0,0,2.31
2/7/1954,-4.2,0,0,2.31
2/8/1954,-4,2,1,2.31
2/9/1954,-1,27.5,18.9,2.31
2/10/1954,1.7,2.6,1.4,2.31
2/11/1954,2.7,5.1,6.8,2.31
2/12/1954,2.5,1,0,2.21
2/13/1954,1.4,0,0,1.91
2/14/1954,1.9,0,0,1.81
2/15/1954,1.8,0,0,1.81
2/16/1954,1.2,0.2,0,1.81
2/17/1954,0,0,1.1,1.81
2/18/1954,-0.3,0,0,1.71
2/19/1954,-0.8,0,0,1.71
2/20/1954,0.9,3.6,1.7,2.01
2/21/1954,2.1,0,0,2.11
2/22/1954,0,0,0,2.21
2/23/1954,0.6,0,0,2.31
2/24/1954,2.2,0,0,2.41
2/25/1954,4.2,0,0,2.51
2/26/1954,2.6,16,8.8,2.61
2/27/1954,3.2,8.1,2.5,2.71
2/28/1954,3.3,5.1,5,2.91
3/1/1954,2.3,1.5,0.5,2.91
3/2/1954,3,0,0,2.71
3/3/1954,3.4,2.1,0.6,2.91
3/4/1954,4.4,0.2,0.5,2.91
3/5/1954,1.8,2.2,4.5,2.91
3/6/1954,0.3,0,0,2.81
3/7/1954,0.3,0,0,2.61
3/8/1954,2.5,0,0,2.61
3/9/1954,3.9,0,0,2.91
3/10/1954,3.8,0,0,3.11
3/11/1954,5.1,0,0,3.41
3/12/1954,4.2,0.5,0,3.61
3/13/1954,5.1,0,0,3.71
3/14/1954,7.7,0,0,4.37
3/15/1954,8.6,0,0,5.45
3/16/1954,7.7,0,0,7
3/17/1954,7,0,0,7
3/18/1954,8.8,0,0,6.69
3/19/1954,6.5,3.5,3,7.54
3/20/1954,7.4,4.2,1.5,7.54
3/21/1954,7.4,0.1,0,7.54
3/22/1954,7.4,0,0,7.72
3/23/1954,10.5,8.3,8.7,8.44
3/24/1954,6.1,0,0,9.22
3/25/1954,6.9,0,0,7.72
3/26/1954,9,0,0,7.72
3/27/1954,5.8,0,0,8.08
3/28/1954,6.5,0,0,6.84
3/29/1954,6.9,0,0,7.18
3/30/1954,7.9,0,0,6.69
3/31/1954,8.3,7.1,6.5,7.36
4/1/1954,7.2,32.1,30,9.64
4/2/1954,4.7,20,12.2,13.6
4/3/1954,10.5,0,0,15.2
4/4/1954,12.7,0.1,0,17.2
4/5/1954,7.9,18.5,13.4,20.1
4/6/1954,2.2,5.1,4.5,18.7
4/7/1954,4,0,0,13.6
4/8/1954,5.8,0,0,11.6
4/9/1954,5.7,5,6,11.2
4/10/1954,4.2,0,0,10.3
4/11/1954,6.3,0,0,9.01
4/12/1954,6.8,0,0,9.22
4/13/1954,7.8,0,0,10.1
4/14/1954,8.4,0,0,10.1
4/15/1954,6,12.5,19.6,10.1
4/16/1954,0.5,16,12,9.43
4/17/1954,0.3,12.2,3.4,8.26
4/18/1954,2.3,0.2,0.1,7.9
4/19/1954,0.5,3.6,4.8,7.36
4/20/1954,2,0.2,1.1,6.69
4/21/1954,3.9,0,0,6.38
4/22/1954,6.3,0,0,6.69
4/23/1954,8.3,0,0,8.26
4/24/1954,11.1,0,0,10.5
4/25/1954,9.7,22.2,13.3,11.4
4/26/1954,9.2,2,4.3,14
4/27/1954,8.2,0.1,0.2,12.7
4/28/1954,8,4.2,4.6,11.8
4/29/1954,10.6,1.1,1,13.1
4/30/1954,8.5,2.1,3.5,14.9
5/1/1954,10.4,1,0,14.7
5/2/1954,10.1,3,3.3,17.2
5/3/1954,4.6,8.3,7.5,18.4
5/4/1954,6.4,4.1,7,14.5
5/5/1954,6.1,1,1.1,12.5
5/6/1954,10.6,2,2.3,11.8
5/7/1954,6.7,0.1,0.6,13.1
5/8/1954,10,0,0,12.7
5/9/1954,11.8,0,0,15.9
5/10/1954,15.6,0,0,22.8
5/11/1954,15.6,0,0.5,29.9
5/12/1954,15.1,0,0,33
5/13/1954,14.9,0,0,35.6
5/14/1954,14.5,0,0,34.6
5/15/1954,12,0,0,31.8
5/16/1954,13.2,0,0,31.8
5/17/1954,12.8,19.2,21.9,35
5/18/1954,9,8,7.2,40.9
5/19/1954,6.1,2.2,1.5,31.5
5/20/1954,7.1,0,0.2,24.8
5/21/1954,6.8,11.8,9.1,22
5/22/1954,8.1,7.2,8,19
5/23/1954,7.5,13,11.1,19
5/24/1954,9.1,0,0,19.8
5/25/1954,13.7,0,0,19
5/26/1954,16.2,0,0,21.7
5/27/1954,17.5,0,0,28.7
5/28/1954,16.8,0.5,0,36.6
5/29/1954,12.1,3.4,2.2,38.6
5/30/1954,14,0,0,34.3
5/31/1954,12.6,10.8,6.1,29.9
6/1/1954,12,0.6,0,27.5
6/2/1954,12.9,3.2,0.8,26.3
6/3/1954,13.9,5.5,3.1,28.1
6/4/1954,13.4,8.2,7.5,32.1
6/5/1954,14.9,5.1,2.6,36.6
6/6/1954,9.6,10.1,10.1,40.6
6/7/1954,12.9,0,0,34.6
6/8/1954,17,0,0,33.4
6/9/1954,17.2,7.1,5.9,39.6
6/10/1954,13.3,3,2.1,44.8
6/11/1954,12.6,2.1,2,34
6/12/1954,15,0.1,0,29.6
6/13/1954,12.9,3,2.8,31.5
6/14/1954,13.5,1.5,1.7,33.9
6/15/1954,15,0,0.1,36
6/16/1954,13.2,3.5,3.8,34.6
6/17/1954,15.7,0.1,0,39.5
6/18/1954,17.6,0,0,39.4
6/19/1954,19.6,0,0,44.4
6/20/1954,21.6,0,0,50.3
6/21/1954,20,3.6,24.8,56.1
6/22/1954,19.1,2.2,2.1,67.2
6/23/1954,17.3,4.1,1.9,62
6/24/1954,19.7,0,0,55.4
6/25/1954,18.5,0,0,51.6
6/26/1954,19.9,0,0,50.8
6/27/1954,16.7,18.2,9.4,51.6
6/28/1954,11.9,1.5,0.4,50.8
6/29/1954,12.4,0.1,0,34.4
6/30/1954,14.2,23.5,22.8,30.2
7/1/1954,9.7,51,36.9,61
7/2/1954,11.3,3.2,2.6,63.1
7/3/1954,14.7,0,0,48.2
7/4/1954,14.6,14.5,11.1,46.7
7/5/1954,13.6,0,0.3,52.7
7/6/1954,14,5.5,0.7,39
7/7/1954,9,15.2,13.1,35.8
7/8/1954,11,0,0,32.9
7/9/1954,12.1,2.1,1.3,29.2
7/10/1954,11.7,2.6,2,25.8
7/11/1954,14.8,3.2,4,28.5
7/12/1954,16.6,22.5,15.8,35.5
7/13/1954,12.4,0.6,0.4,59
7/14/1954,15,3.3,1.2,38.3
7/15/1954,14.2,6.5,12.1,48.2
7/16/1954,16.4,0,0,46.7
7/17/1954,17.6,0,0,39
7/18/1954,19.6,1,0.4,45.6
7/19/1954,14.5,0.5,1.1,40.4
7/20/1954,16,0,0,33.5
7/21/1954,18.5,0,0,34.8
7/22/1954,20.4,0,0,37.6
7/23/1954,19,0,0,38.6
7/24/1954,18.6,0,0,37.6
7/25/1954,20.4,0,0,40.8
7/26/1954,18.4,0,0,41.4
7/27/1954,22.3,0,0,45.6
7/28/1954,20.2,0,0,47.5
7/29/1954,15.8,3.1,0.3,41.1
7/30/1954,13.2,7.1,5.8,31.4
7/31/1954,14.4,2,0.5,27.8
8/1/1954,17,0,0.1,25.8
8/2/1954,20.3,0,0,29.5
8/3/1954,19.7,10.2,4.8,35.8
8/4/1954,18.4,1,7.7,41.8
8/5/1954,19.7,0,0,39.7
8/6/1954,19.6,50,27.6,41.8
8/7/1954,16.5,0,0,62.8
8/8/1954,15.5,3,0.3,39.7
8/9/1954,15.6,23,19.6,39
8/10/1954,15.1,0,0.4,56.1
8/11/1954,14,0,0,31.7
8/12/1954,14.9,0.1,0,26.8
8/13/1954,18,0.1,0,30.5
8/14/1954,17.7,8.9,7.5,41.1
8/15/1954,13.9,10.2,13.6,50.7
8/16/1954,11.6,1,0.6,33.5
8/17/1954,14.4,0,0,25.2
8/18/1954,17,12,15.7,24.6
8/19/1954,17.1,4,1.6,42.2
8/20/1954,16.5,2,1.3,34.1
8/21/1954,13.4,67.7,75.5,59
8/22/1954,10.2,4.5,1.7,106
8/23/1954,11.1,2.1,2.9,51.9
8/24/1954,11.6,4.5,3.7,37.9
8/25/1954,10.5,6.1,6.3,32.6
8/26/1954,12.4,2.1,2.1,31.9
8/27/1954,14.4,0,0,29.7
8/28/1954,14.7,2.2,0.1,28.4
8/29/1954,17.2,0,0,27.5
8/30/1954,16.7,0,0,26.3
8/31/1954,18.1,0,0,28.1
9/1/1954,19.8,0,0,32.2
9/2/1954,17.5,2,2.5,35.5
9/3/1954,17.8,0,0.1,33.2
9/4/1954,18.7,0,0,30.6
9/5/1954,16.3,14.6,10.1,29.1
9/6/1954,16.3,0,0,30
9/7/1954,17,9.1,10.5,30
9/8/1954,15.3,1.1,2.2,31.6
9/9/1954,15.9,0,0,26.3
9/10/1954,16.7,0,0,25
9/11/1954,17.5,0.2,0.7,27.2
9/12/1954,13.5,10.2,8.9,33.2
9/13/1954,13.9,0.1,0,29.7
9/14/1954,14.6,16.2,7.7,26.3
9/15/1954,11.7,9.2,9.2,34.8
9/16/1954,13.2,1,0.4,26.3
9/17/1954,15.5,0.5,0,26.9
9/18/1954,15,0,0,25.7
9/19/1954,16.6,6.1,8.2,23.5
9/20/1954,15.4,20.2,11.1,30.6
9/21/1954,12.2,0,1.5,31
9/22/1954,10,0,0,21.6
9/23/1954,8.9,0,0,17.8
9/24/1954,9.3,0,0,15
9/25/1954,11.5,7.4,5.1,16.4
9/26/1954,11.7,11.2,8.6,15.2
9/27/1954,12.6,45.1,31.2,20.4
9/28/1954,12.1,26.5,28.3,52
9/29/1954,7.2,5.5,8.5,53.8
9/30/1954,6.8,7.5,7.2,30.3
10/1/1954,8.5,4.5,2,33.9
10/2/1954,10.7,0,0,29.7
10/3/1954,10.9,0,0,24.7
10/4/1954,10.9,4.1,1.3,21.8
10/5/1954,10.8,0,0,19.4
10/6/1954,11.7,10.1,26,18.3
10/7/1954,6.8,7.9,7.8,27.8
10/8/1954,6.9,0,0,21.3
10/9/1954,7,0,0,18.6
10/10/1954,4.7,0,0,16.2
10/11/1954,7.6,0,0,15
10/12/1954,7,0,0,14
10/13/1954,6.4,0,0,13.3
10/14/1954,7,0,0,12.8
10/15/1954,7.8,0,0,12.4
10/16/1954,8.7,0,0,12.4
10/17/1954,9.7,0,0,10.8
10/18/1954,10.7,0,0,10.4
10/19/1954,13.4,11.2,5.4,10.2
10/20/1954,12.1,3,2.4,18.6
10/21/1954,9.6,5.1,4.1,13.8
10/22/1954,8.7,0,0,12.2
10/23/1954,8.2,0,0,8.9
10/24/1954,10.1,6.5,7.1,7.66
10/25/1954,8.2,0.1,0,10.4
10/26/1954,6.8,1,5.1,6.81
10/27/1954,8.9,35.5,25.5,20.1
10/28/1954,12.4,0,0,98.6
10/29/1954,9,0,0,51.4
10/30/1954,11.4,9,6,29.4
10/31/1954,7.8,0,1.5,23.4
11/1/1954,6.4,0,0,15.4
11/2/1954,6.5,0,0,11.6
11/3/1954,9.1,4.5,3.2,10.2
11/4/1954,7.1,0,0,10.4
11/5/1954,5,0,0,9.63
11/6/1954,6.6,0,0,9.08
11/7/1954,9.7,4.6,3.6,9.08
11/8/1954,10,1.5,0.8,8.89
11/9/1954,9.6,9.1,1.7,8.89
11/10/1954,6.7,0.1,0.2,8.52
11/11/1954,6.4,0.1,0,7.82
11/12/1954,3.9,0,0,7.32
11/13/1954,7.7,0,0,6.83
11/14/1954,7.1,0,0,6.5
11/15/1954,3.9,0.1,2.7,6.21
11/16/1954,0.6,0.1,0,5.62
11/17/1954,-2,0,0,5.04
11/18/1954,1.2,0,0,5.04
11/19/1954,1.1,0,0,4.92
11/20/1954,-2.4,0,0,4.92
11/21/1954,-1.9,0,0,4.79
11/22/1954,1.4,0,0,4.66
11/23/1954,3.7,0,0,4.66
11/24/1954,4.8,0,0,4.54
11/25/1954,4.2,0,0,4.54
11/26/1954,6.2,2.5,0,4.54
11/27/1954,6.9,1.5,0.9,4.54
11/28/1954,5.8,20.5,21.8,4.66
11/29/1954,4.6,0.1,1.6,5.92
11/30/1954,6.1,17.1,19,6.21
12/1/1954,5.7,0,0,7.98
12/2/1954,3.1,0,0,6.5
12/3/1954,2.4,0.2,0,5.62
12/4/1954,2.4,3.8,2.3,5.33
12/5/1954,3.9,0.7,7.8,5.33
12/6/1954,3.5,0,0.2,5.04
12/7/1954,2.2,11.2,12.3,5.04
12/8/1954,2.1,0,0,4.79
12/9/1954,5.5,11.2,9.2,5.18
12/10/1954,2.2,20.1,36.7,6.21
12/11/1954,2.2,0,0.2,5.92
12/12/1954,0.9,5,7.8,5.33
12/13/1954,0.2,1,2.5,5.18
12/14/1954,2.3,6.2,0,5.62
12/15/1954,3.3,1.5,0,5.33
12/16/1954,2.2,0,0,5.18
12/17/1954,0.6,0,0,4.92
12/18/1954,0,0,0,4.79
12/19/1954,-0.6,0,0,4.54
12/20/1954,0.3,0,0,4.66
12/21/1954,0.9,0,0,4.79
12/22/1954,4.7,42.1,56,4.79
12/23/1954,6.2,20.2,53.7,8.52
12/24/1954,0.6,1,0.6,7.66
12/25/1954,0.9,18.1,13.2,6.21
12/26/1954,4.7,1.5,1.6,5.92
12/27/1954,2.8,0,0,5.92
12/28/1954,1.6,0,0,5.62
12/29/1954,0.2,0,0,5.33
12/30/1954,-0.6,0,0,5.18
12/31/1954,-1.2,0,0,5.33
1/1/1955,-1.8,1,0,5.04
1/2/1955,-3.7,1,0.4,5.04
1/3/1955,-2.7,0,0,5.04
1/4/1955,-1.4,0,0,4.92
1/5/1955,-1.2,0,0,4.79
1/6/1955,-0.4,0,0,4.79
1/7/1955,-1,0,0,4.92
1/8/1955,-1.9,0,0,4.66
1/9/1955,0.2,0,0,4.54
1/10/1955,-0.9,2.2,3,4.54
1/11/1955,3.5,27.2,22.8,5.48
1/12/1955,6.6,30.1,29,15.4
1/13/1955,4.7,20,21.1,23.7
1/14/1955,7,17.2,12.9,26
1/15/1955,5.3,1.5,4,27
1/16/1955,5.2,9.1,14.7,22
1/17/1955,1.2,14.5,7.8,18.6
1/18/1955,-0.9,15.5,10.8,14.4
1/19/1955,-5.7,0,0,11.8
1/20/1955,-0.6,0.1,0,10.8
1/21/1955,1.7,4.1,2.9,9.82
1/22/1955,3.7,3,2.8,9.63
1/23/1955,3.5,0,0,9.26
1/24/1955,2.7,0,0,8.52
1/25/1955,-0.3,0,0,7.98
1/26/1955,-1.2,0,0,7.49
1/27/1955,-0.4,0,0,7.32
1/28/1955,0,0,0,7.16
1/29/1955,0.2,0,0,6.83
1/30/1955,0.6,0,0,6.66
1/31/1955,2.9,0.1,0,6.21
2/1/1955,4.4,0,0,6.21
2/2/1955,3.7,0,0,6.06
2/3/1955,2.5,1.5,2.6,5.92
2/4/1955,3.9,5.5,5.1,5.62
2/5/1955,4.4,0.6,1.5,5.48
2/6/1955,1.2,16.4,14.8,5.33
2/7/1955,1.5,31.1,19,4.92
2/8/1955,5.5,34.2,34.9,12.1
2/9/1955,3.8,2.1,1.4,22.2
2/10/1955,1.6,13,7.7,12.4
2/11/1955,-2.1,0,0,9.82
2/12/1955,-2,3,3,8.7
2/13/1955,-1.1,3,5.2,8.15
2/14/1955,-4.6,1.1,0.3,7.49
2/15/1955,-2.2,0,0,7
2/16/1955,-0.7,0,0,6.5
2/17/1955,-0.6,26,16.8,6.21
2/18/1955,-1.9,5,2.2,5.92
2/19/1955,-2.6,2,0,5.48
2/20/1955,-3.2,0.3,4.1,5.33
2/21/1955,-2,8.5,2.3,5.04
2/22/1955,2.3,0.1,0,4.92
2/23/1955,2.1,0,0,4.79
2/24/1955,2.7,0,0,4.66
2/25/1955,0.9,0,0,4.66
2/26/1955,1.7,0,0,4.54
2/27/1955,0,0,0.6,4.54
2/28/1955,-2.5,0,0,4.41
3/1/1955,-1.5,0,0,4.28
3/2/1955,-2.3,0,0,4.28
3/3/1955,-1.9,0,0,4.16
3/4/1955,0,0,0.1,4.28
3/5/1955,-0.6,1,0,4.54
3/6/1955,-3.5,0,0,4.28
3/7/1955,-3,0,0,4.54
3/8/1955,-2.6,0,0,4.54
3/9/1955,1,0.1,0.9,4.54
3/10/1955,1.4,0,0,4.41
3/11/1955,-0.7,0.5,0,4.41
3/12/1955,-1,0,0,4.28
3/13/1955,1.1,0,0,4.16
3/14/1955,2.3,0,0,4.16
3/15/1955,2,0,0,4.54
3/16/1955,2.3,0,0,4.66
3/17/1955,2,0.1,1.8,4.79
3/18/1955,-0.9,0,0,4.79
3/19/1955,0.7,0,0,4.79
3/20/1955,3.5,0,0,4.79
3/21/1955,6.4,0,0,4.92
3/22/1955,8,5.1,4,5.62
3/23/1955,8.1,0,0,6.36
3/24/1955,11.2,0,0,8.7
3/25/1955,12.4,0,0,13.3
3/26/1955,11,4.8,5,17.4
3/27/1955,9.3,6.5,3.8,22.3
3/28/1955,5.8,10,4,18.6
3/29/1955,2.3,11.7,5.1,15.4
3/30/1955,2.4,0,0,12.4
3/31/1955,3.3,0,0,10.8
4/1/1955,4,0,0,10
4/2/1955,5.5,0,0,9.26
4/3/1955,7.8,0,0,9.63
4/4/1955,9.2,0.4,0,9.26
4/5/1955,10.5,0,0,9.44
4/6/1955,11.6,0.1,1.7,10.4
4/7/1955,8.1,8.5,11.1,13.8
4/8/1955,8.6,9,10.1,13.1
4/9/1955,10.3,6,9.8,14.7
4/10/1955,9.4,0.5,0,15.2
4/11/1955,7,17.1,14.1,13.8
4/12/1955,7.2,0,0.3,14.2
4/13/1955,7.4,0,0,12
4/14/1955,7.9,0,0,11.2
4/15/1955,3.2,2,1,10
