,T,P1,P2,runoff
2/12/1939,2.3,0,0,2.73
2/13/1939,1.5,3.9,7.2,2.8
2/14/1939,-0.8,0,0,2.58
2/15/1939,-3,0,0,2.44
2/16/1939,-1.1,0,0,2.44
2/17/1939,0.6,1.9,0,2.44
2/18/1939,3,0.8,1,2.44
2/19/1939,4,2.1,0.9,2.44
2/20/1939,2.4,3.7,0.5,2.44
2/21/1939,1.7,0,0,2.44
2/22/1939,0.3,0,0,2.31
2/23/1939,5.7,0,0,2.79
2/24/1939,7.4,0,0,2.44
2/25/1939,5.9,0,0,2.73
2/26/1939,5.6,5.2,3.6,2.88
2/27/1939,3.1,0.9,0.4,2.96
2/28/1939,1.7,2,4.1,2.73
3/1/1939,3.2,0,0,2.73
3/2/1939,4.2,0,0,2.51
3/3/1939,3.5,0,0,2.51
3/4/1939,4.9,0,0,2.73
3/5/1939,5.4,9.6,11.1,3.22
3/6/1939,7.8,20.3,9.9,6.18
3/7/1939,5.5,23,20.5,14
3/8/1939,1.7,6.6,9.8,9.42
3/9/1939,-0.5,15.1,8.4,6.7
3/10/1939,0.5,7.5,6,5.41
3/11/1939,-0.4,0,0,4.59
3/12/1939,-1.1,0,0,4.08
3/13/1939,-1.2,0,0,4.08
3/14/1939,-2.5,23.5,19,3.52
3/15/1939,-0.4,13.5,7.4,3.52
3/16/1939,-2.6,7.5,6.8,3.41
3/17/1939,-1.7,22.8,9.4,3.22
3/18/1939,-2,4.6,0.4,3.13
3/19/1939,-1.8,0,0,3.04
3/20/1939,-0.9,0,0,3.04
3/21/1939,-0.7,3.6,7.4,2.96
3/22/1939,0.7,5,4.2,2.88
3/23/1939,1.8,3,8,2.88
3/24/1939,1.8,0,1.1,2.88
3/25/1939,1.9,0,0,2.8
3/26/1939,2.2,0,0,2.8
3/27/1939,2.4,1.4,1.1,2.96
3/28/1939,3.1,0,0.6,2.96
3/29/1939,2.7,0,0,2.96
3/30/1939,3.2,0,0,3.41
3/31/1939,6,0,0,3.84
4/1/1939,8.2,0,0,5.41
4/2/1939,8.1,4,3.4,7.07
4/3/1939,7.2,0,0,8.61
4/4/1939,10.4,0,0,9.42
4/5/1939,9.2,1,0,13
4/6/1939,10.6,0,0.2,13.5
4/7/1939,10.7,0,0,15.6
4/8/1939,10.5,0,0,16.7
4/9/1939,10,0,0,17.6
4/10/1939,11.6,0,0,18.8
4/11/1939,14,0,0,21.2
4/12/1939,14.8,0,0,24.8
4/13/1939,15.2,0,0,26.7
4/14/1939,15.4,6.6,5.1,26
4/15/1939,8.8,1.4,1.3,25.4
4/16/1939,11.3,0,0,20.9
4/17/1939,9.4,5.6,7.2,20.3
4/18/1939,2.9,23,13.7,19.4
4/19/1939,6.8,0,0,15.5
4/20/1939,9.2,0,0,14.5
4/21/1939,11.1,0,0,15.3
4/22/1939,12.6,0,0,16.4
4/23/1939,8.2,0,0.6,17
4/24/1939,8.9,0,0,14.8
4/25/1939,9.1,0,0,13.3
4/26/1939,7.7,7.6,10.2,13.3
4/27/1939,5.6,18.6,30.9,14
4/28/1939,7.2,1.2,3.1,26
4/29/1939,6.9,7,9.5,12.5
4/30/1939,5.8,0,0.5,12.3
5/1/1939,9.5,0,0,12.1
5/2/1939,10.1,8.2,4.4,12.5
5/3/1939,7.7,5.8,7.1,13.3
5/4/1939,9.1,3.6,0.2,13
5/5/1939,8.9,1.2,0,12.3
5/6/1939,11.4,0,5.4,12.3
5/7/1939,9.6,8,8,13.8
5/8/1939,7,22.6,32.2,15.3
5/9/1939,7.6,14,20.5,16.4
5/10/1939,9.7,0,0,17
5/11/1939,10.2,8.7,4.3,15.3
5/12/1939,7.1,13,17.8,16.1
5/13/1939,6.8,4.8,1.4,15.8
5/14/1939,7,14.2,16.3,15.3
5/15/1939,9.8,2.9,2.5,15
5/16/1939,8.6,5.8,6.5,16.1
5/17/1939,9.6,0,0,15.3
5/18/1939,8.5,21.2,28.9,14
5/19/1939,9.3,2.6,3.5,19.4
5/20/1939,9.7,15,14.6,19.1
5/21/1939,7.5,10.3,14.7,22.4
5/22/1939,8.9,13,3.7,21.2
5/23/1939,9.6,0,0.3,19.1
5/24/1939,11.2,0,0,20.3
5/25/1939,7.6,7,6.2,21.5
5/26/1939,10.7,0,0,18.2
5/27/1939,13.7,0,0,20.6
5/28/1939,11.5,8,10.2,24.8
5/29/1939,10.7,1,0.2,23
5/30/1939,13.2,0,0,21.8
5/31/1939,13.4,0,0,25.7
6/1/1939,15.4,0,0,30.8
6/2/1939,16.8,0,0,37.6
6/3/1939,18,0,0,50.4
6/4/1939,19.2,0,0,60
6/5/1939,19.6,0,0,61.1
6/6/1939,21.1,0,1.9,64.6
6/7/1939,19,0,0,77.9
6/8/1939,19,1.6,0,73.4
6/9/1939,18.1,1.5,2.4,72.6
6/10/1939,17.1,13.6,12.2,69
6/11/1939,16.2,3.7,6.3,68.6
6/12/1939,10.5,6.7,10.1,62.3
6/13/1939,7.5,14.7,13.2,46.5
6/14/1939,8.9,0,0.9,34.6
6/15/1939,10.6,0,0,26.3
6/16/1939,15.5,0,0,25.7
6/17/1939,11.6,5,7.4,30.5
6/18/1939,15.2,0,0,30.8
6/19/1939,15.2,10.2,4.8,29.5
6/20/1939,12.9,5.7,2.6,35.5
6/21/1939,16.3,0,0,36.2
6/22/1939,17.7,2.6,0.9,41.5
6/23/1939,19.5,9.6,3.8,50.8
6/24/1939,15.2,12,9.9,55.3
6/25/1939,14.7,7.8,7.7,47.2
6/26/1939,14.6,5,16.1,51.5
6/27/1939,14.8,0,0.2,49.7
6/28/1939,17.9,0,0,41.8
6/29/1939,20.6,0,0,46.5
6/30/1939,18.6,24.6,29.9,55.3
7/1/1939,13.9,8.1,16.9,74.3
7/2/1939,12.9,0,0,51.1
7/3/1939,15.1,0,0,37.3
7/4/1939,18.4,0,0,36.6
7/5/1939,18.5,10,12.8,43.6
7/6/1939,16.4,7,0.9,51.1
7/7/1939,17.5,0,0,47.2
7/8/1939,20.8,0,0,49
7/9/1939,19.5,8.2,3.7,55.7
7/10/1939,17.9,0,1,52.3
7/11/1939,17.2,0,0,41.8
7/12/1939,17.3,0,0,37.3
7/13/1939,18.8,6.6,8.5,36.2
7/14/1939,17.4,1.6,0,48.7
7/15/1939,17.5,4,7,45.8
7/16/1939,13.1,13.6,14.4,61.5
7/17/1939,17.5,0,0,44.7
7/18/1939,18.6,0,0,38.7
7/19/1939,20,0,0,40.8
7/20/1939,16.7,1.4,3.4,42.9
7/21/1939,17.8,31.6,15.6,47.9
7/22/1939,13.5,17,9.8,54.9
7/23/1939,13.6,1.8,1.1,39.4
7/24/1939,13,7.9,10.1,31.1
7/25/1939,9.2,32,18.2,29.2
7/26/1939,13.6,8.3,7.1,34.9
7/27/1939,11.9,5,2,39
7/28/1939,15.7,0,0,30.5
7/29/1939,19.2,0,0,31.5
7/30/1939,20.6,0,0,37.3
7/31/1939,17,7.6,13.9,47.5
8/1/1939,18.3,0,0,46.5
8/2/1939,18.3,0,0,40.5
8/3/1939,16.7,22,6.8,36.2
8/4/1939,16.6,4.6,3.8,37.6
8/5/1939,14.1,44,55,69.7
8/6/1939,14.1,0,0,91.5
8/7/1939,15.3,4,4.8,52.3
8/8/1939,19,14.2,16.4,50.1
8/9/1939,16.2,0,0,59.3
8/10/1939,18.5,0,0,47.5
8/11/1939,18.2,0,0,44.7
8/12/1939,20,0,0,44.7
8/13/1939,18.4,0,0,42.3
8/14/1939,18.4,0,0,39.6
8/15/1939,15.9,0,0,37.6
8/16/1939,15.8,0,0,33.6
8/17/1939,16.8,0,0,31.7
8/18/1939,17.6,0,0,33.9
8/19/1939,17.5,14.9,3.4,35.9
8/20/1939,17.2,0.6,0,35.2
8/21/1939,17.2,13,5.6,33.2
8/22/1939,16.9,3.8,0,34.9
8/23/1939,16.4,2.1,0,33.2
8/24/1939,17.7,0,0,32.2
8/25/1939,15.7,24.6,10.1,37.6
8/26/1939,16.6,0.6,0.2,45.8
8/27/1939,18.5,0,0,40.6
8/28/1939,17.2,0.6,0.2,37
8/29/1939,18.7,0.6,2.6,35.6
8/30/1939,17.6,16.3,0,35.6
8/31/1939,17.4,4.3,1.4,35.2
9/1/1939,18.4,12,1.4,35.6
9/2/1939,18.6,0,0,38.3
9/3/1939,18.3,0,6.3,42.6
9/4/1939,14.2,24.6,30.1,55
9/5/1939,13.5,0,0.2,45.1
9/6/1939,15,0,0,33.2
9/7/1939,15.9,0,0,30.9
9/8/1939,17.3,0,0,30.9
9/9/1939,17,0,0,29.6
9/10/1939,17.6,0,0,27.6
9/11/1939,17.6,0,0,28.4
9/12/1939,13.8,10,7.9,27.6
9/13/1939,12.4,1.6,2.9,24.8
9/14/1939,11.5,10,16.1,19.8
9/15/1939,10.6,3,1.1,22.1
9/16/1939,11.2,1.6,0,18.1
9/17/1939,12.6,0,0,16.6
9/18/1939,10.6,10.6,8.2,18.8
9/19/1939,11.6,0,1.1,16.3
9/20/1939,12.5,6.9,3.5,15.7
9/21/1939,11.7,2,2.3,16
9/22/1939,11.4,0,0,15
9/23/1939,10.9,0,0,14
9/24/1939,12.6,0,0,13.5
9/25/1939,9.9,0,0,12.5
9/26/1939,10.4,0,0,12
9/27/1939,9.4,0,0,11.5
9/28/1939,7.6,0,0,11.1
9/29/1939,6.8,0,0,10.4
9/30/1939,6.3,0,0,10
10/1/1939,12,1.6,0.6,9.8
10/2/1939,11.7,3,4.2,10.2
10/3/1939,10.4,16,11.8,10.8
10/4/1939,10.3,2,0.1,14.5
10/5/1939,10.8,22,22.2,17.1
10/6/1939,7.5,16,17.2,24.5
10/7/1939,6.4,14.6,16,19.2
10/8/1939,6.6,0,0,16.3
10/9/1939,6.9,22,22.2,16.6
10/10/1939,9.8,8,10.8,52.8
10/11/1939,9.4,0,0,33.6
10/12/1939,9.4,0,0.2,23.3
10/13/1939,11,3.2,4.6,20.4
10/14/1939,14,0,0,23
10/15/1939,14.5,10,10,23
10/16/1939,12.2,0.7,1.5,29.9
10/17/1939,12.5,0,0.2,27.6
10/18/1939,14.1,1.1,0,30.2
10/19/1939,12.7,3,3.2,30.9
10/20/1939,9.1,1.4,1.3,22.7
10/21/1939,8.1,0,1.5,17.1
10/22/1939,4.2,4.6,3.2,15
10/23/1939,3.9,4.7,0.7,13.5
10/24/1939,4.6,3,0.5,12.2
10/25/1939,5.1,13.3,15.1,12
10/26/1939,1.2,10.2,5.1,11.5
10/27/1939,0.2,9.8,6.1,10.6
10/28/1939,0.8,4.1,0.6,10
10/29/1939,1.7,0,0,9.8
10/30/1939,1.5,0,0,9.6
10/31/1939,4.1,0,0,9.8
11/1/1939,3.3,0,0,9.8
11/2/1939,4.3,0,0,9.6
11/3/1939,7.3,0,0,9.4
11/4/1939,7.8,12.6,13,12
11/5/1939,4.6,9.4,9.4,14
11/6/1939,7.4,4,4.3,18.1
11/7/1939,8.9,0,0,21
11/8/1939,7.8,0,0,17.8
11/9/1939,7.9,4,0.2,15.5
11/10/1939,11.9,0,0,14
11/11/1939,7.1,0,0,13
11/12/1939,7.7,0,0,12
11/13/1939,6,0,0,11.1
11/14/1939,5,0,0,10.4
11/15/1939,7.7,7.1,4.4,10
11/16/1939,6.2,25,32.3,10.2
11/17/1939,10.1,61.1,68.9,57
11/18/1939,10.4,1,2,70.6
11/19/1939,6.6,21,36,36.6
11/20/1939,3.9,6.1,8.2,26.7
11/21/1939,1.1,0,0,20.3
11/22/1939,-0.8,0,0,15.8
11/23/1939,-2.4,0,0,13.8
11/24/1939,-0.7,0,0,12.3
11/25/1939,2,0,0,11.4
11/26/1939,2.9,1.4,2.8,10.6
11/27/1939,6.1,2.1,6,12.8
11/28/1939,4.1,4.5,2.9,13.8
11/29/1939,4.2,19,15.9,16.1
11/30/1939,8.2,0,0,21.8
12/1/1939,5.7,0,0,17
12/2/1939,5.3,4.6,11.4,14.3
12/3/1939,3.7,1,0.5,13.3
12/4/1939,3.2,1,0,11.6
12/5/1939,2.4,9.3,7.6,10.8
12/6/1939,1,12,11.9,10
12/7/1939,0.1,2,0,9
12/8/1939,-2.2,1.4,0,8.28
12/9/1939,1.8,6,4.6,8.64
12/10/1939,3.3,12.5,10.5,8.46
12/11/1939,4.1,4.6,6.6,10.6
12/12/1939,0.7,0,0,9.4
12/13/1939,-0.3,0,0,8.64
12/14/1939,0,0,0,7.92
12/15/1939,-0.7,0,0,6.88
12/16/1939,-0.7,0,0,6.88
12/17/1939,-0.6,0,0,6.56
12/18/1939,0.3,0,0,6.24
12/19/1939,-0.3,0,0,5.92
12/20/1939,-0.1,0,2.9,5.76
12/21/1939,-1.7,0,0,5.43
12/22/1939,-1.6,0,0,5.1
12/23/1939,-1.7,0,0,4.94
12/24/1939,-3.5,0,0,4.79
12/25/1939,-1.9,0,0,4.79
12/26/1939,-3.5,0,0.2,4.65
12/27/1939,-0.3,2,3.5,4.65
12/28/1939,-2.5,0,0,4.38
12/29/1939,-6.8,3.4,2.4,3.91
12/30/1939,-8.4,0,0,3.71
12/31/1939,-3.9,0,0,4.13
1/1/1940,-4.1,0,0,3.91
1/2/1940,-6.6,0,0,3.71
1/3/1940,-2.5,0,0.9,3.71
1/4/1940,1.7,0,0,3.81
1/5/1940,0.7,0,0,3.71
1/6/1940,0.7,0,0,3.62
1/7/1940,0.6,0,0,3.52
1/8/1940,3,6.6,3.5,3.62
1/9/1940,0.4,0,1.8,3.52
1/10/1940,-6.7,0,0,3.42
1/11/1940,-7.6,2.3,0,3.06
1/12/1940,-7.7,0,0,2.98
1/13/1940,-3.5,0,0,3.15
1/14/1940,-2.8,0,0,3.15
1/15/1940,-2.6,0,0,3.06
1/16/1940,-2.5,3.4,2.9,2.98
1/17/1940,-6.4,6,1,2.98
1/18/1940,-11.6,0.4,0,2.82
1/19/1940,-13.2,4,0,2.82
1/20/1940,-12.1,2.6,1.1,2.82
1/21/1940,-9.7,0,0,2.74
1/22/1940,-6.9,0,0,2.74
1/23/1940,-7.4,0,0,2.74
1/24/1940,-8.4,0,0,2.67
1/25/1940,-6,0,0,2.67
1/26/1940,-5.2,0,0,2.67
1/27/1940,0.9,67,71.1,3.06
1/28/1940,1.5,22.6,23.8,7.56
1/29/1940,-0.1,1.6,0.4,4.13
1/30/1940,0.9,5.2,6.5,3.62
1/31/1940,2.1,0,0,3.62
2/1/1940,2.6,2.2,2,3.42
2/2/1940,1.7,0,0,3.33
2/3/1940,1.6,0,0,3.15
2/4/1940,2.4,2,0,3.15
2/5/1940,1.9,0,0,3.06
2/6/1940,3,0.6,0,2.98
2/7/1940,2.8,2.6,1.3,2.98
2/8/1940,3.9,0,0,3.15
2/9/1940,1.7,15,15,3.15
2/10/1940,1.9,0,0.5,3.15
2/11/1940,0.4,1,0,3.15
2/12/1940,-1.1,16,12,3.15
2/13/1940,-11.4,1.6,0,2.9
2/14/1940,-11.1,0.6,0,2.9
2/15/1940,-6.9,3,0,3.06
2/16/1940,-5.6,0,0,3.06
2/17/1940,-2.1,10,7.5,2.9
2/18/1940,-1.8,14.2,6.3,2.98
2/19/1940,5.4,22.2,45.8,4.13
2/20/1940,4,7.6,6.2,16.1
2/21/1940,2,0,0,8.82
2/22/1940,-0.7,0,0,7.04
2/23/1940,2.5,0,0,6.72
2/24/1940,5.1,0,0,6.72
2/25/1940,3.1,0,0,6.56
2/26/1940,3.8,0,0,6.24
2/27/1940,5.4,0,0,5.6
2/28/1940,6.6,0,0,6.08
2/29/1940,7.6,0,0,7.2
3/1/1940,6.4,0,0,8.64
3/2/1940,0.7,0,0,8.46
3/3/1940,3.2,0,0,7.56
3/4/1940,4.1,0,0,7.04
3/5/1940,2.7,0,0,6.88
3/6/1940,-2,7.7,2.6,6.4
3/7/1940,-2.9,2,0.6,5.6
3/8/1940,-2.2,0.5,0,5.26
3/9/1940,-1.2,0,0,4.8
3/10/1940,4.3,0,0,4.8
3/11/1940,4,0,0,4.8
3/12/1940,5.8,0,0,4.94
3/13/1940,6.8,10,6,5.43
3/14/1940,7.1,12,24,7.74
3/15/1940,2.2,0,0,8.1
3/16/1940,2.7,0,0,6.56
3/17/1940,4.7,30,35.5,6.24
3/18/1940,9.1,1.8,3.5,27.7
3/19/1940,8.2,1.6,0,27.3
3/20/1940,7.7,0,0,19.7
3/21/1940,6.5,0,0,14.6
3/22/1940,7.7,4.6,0,12.3
3/23/1940,8.3,0,0,13.3
3/24/1940,8.5,0,0,12.8
3/25/1940,13.6,0,0,12.6
3/26/1940,9.3,0,0,13.6
3/27/1940,5.7,3.6,2.5,12.8
3/28/1940,1.4,7.1,4.3,11
3/29/1940,-1.8,0.5,1,9.6
3/30/1940,0.6,11,6.9,8.46
3/31/1940,5.4,0,0,8.28
4/1/1940,7.2,0,0,8.46
4/2/1940,9.5,0.6,0,9.2
4/3/1940,7.7,14.4,16.5,9.4
4/4/1940,5.4,51.6,53,11
4/5/1940,2.9,21.3,19,18.2
4/6/1940,3.6,5.6,4.7,12.1
4/7/1940,3.9,0,0,10.2
4/8/1940,4.6,5.4,0,9.6
4/9/1940,2.5,8.6,4.8,9.2
4/10/1940,3,1.6,0.7,8.28
4/11/1940,4.9,0,0,7.92
4/12/1940,4.1,3.2,2,7.56
4/13/1940,4.6,2.5,0.9,7.38
4/14/1940,3.9,1,0,7.04
4/15/1940,7,0,0,7.2
4/16/1940,9.4,0,0,9
4/17/1940,11,0,0,10.6
4/18/1940,9.1,2,5,13.6
4/19/1940,8.1,0,0,14.8
4/20/1940,11.1,0,0,13.6
4/21/1940,13.1,0,0,15
4/22/1940,13.9,0,0,17.6
4/23/1940,16.6,0,0,20.3
4/24/1940,15.1,0,1.1,28.6
4/25/1940,11.3,0.5,0.3,25.4
4/26/1940,11.8,0,0,22.4
4/27/1940,11.2,6,4.8,23
4/28/1940,12.1,0.4,0,25.1
4/29/1940,12.7,0,0,25.1
4/30/1940,13.9,0,0,25.7
5/1/1940,13.6,0,0,25.4
5/2/1940,13,0,0,24.8
5/3/1940,9.4,4.2,5.6,25.1
5/4/1940,11.1,3.2,0,23.3
5/5/1940,9.7,10,8.6,21.2
5/6/1940,11.2,0,0,21.8
5/7/1940,11.1,0,0,21.8
5/8/1940,11.5,0,0,21.5
5/9/1940,12.9,0,0,20.6
5/10/1940,13.8,0,0,21.2
5/11/1940,12.2,0.6,3.2,22.4
5/12/1940,7.3,1.6,0,22.4
5/13/1940,10.7,0,0,21.5
5/14/1940,13.4,0,0,22.4
5/15/1940,12.9,1.9,0,24.5
5/16/1940,11.1,9.2,12.2,23.9
5/17/1940,4.7,3.6,10.3,21.2
5/18/1940,8.8,0,0,17
5/19/1940,11.3,0,0,15.8
5/20/1940,12.8,0,0,16.1
5/21/1940,15.4,0,0,18.2
5/22/1940,13.6,2.6,1.2,22.7
5/23/1940,11.6,4.7,11.3,25.1
5/24/1940,14.2,0,0,25.7
5/25/1940,17.5,0,0,28.6
5/26/1940,17.4,9.6,9.5,33.9
5/27/1940,15.8,0,0,44.3
5/28/1940,13.6,19.6,11.1,41.2
5/29/1940,10.3,47.6,38.1,51.9
5/30/1940,9.4,18.6,16.7,54.5
5/31/1940,12.2,2.6,4.1,50.1
6/1/1940,13.6,0,0,37
6/2/1940,12.6,0,0,31.8
6/3/1940,14,0,0,31.2
6/4/1940,15.9,0,0,32.8
6/5/1940,16.8,0,0,36.2
6/6/1940,15.1,0,0,39.8
6/7/1940,17.2,0,0,41.5
6/8/1940,17.7,0,0,41.8
6/9/1940,18.1,0.1,0,42.9
6/10/1940,17.3,0.5,0,43.2
6/11/1940,17.1,11.2,6.4,43.6
6/12/1940,13.7,16.7,14.1,52.3
6/13/1940,13.5,7.7,4.8,45.8
6/14/1940,14.6,4.2,2.9,35.2
6/15/1940,13.6,21.4,23.9,32.5
6/16/1940,12.9,5,4.6,46.5
6/17/1940,14,1.6,1.9,37.3
6/18/1940,15.1,0,0.3,34.9
6/19/1940,14.8,1,3.9,38
6/20/1940,16,0,0,36.6
6/21/1940,15.4,0.6,1.3,35.6
6/22/1940,15.6,4,0,38
6/23/1940,16.7,0,0,39.8
6/24/1940,14.8,5,0,39.4
6/25/1940,10.8,76.6,29.7,52.8
6/26/1940,13.4,2.6,3.5,60
6/27/1940,12.9,1,3.6,41.4
6/28/1940,12.2,0,0.3,31.1
6/29/1940,15.2,0,0,26.6
6/30/1940,16.5,0,0,27.6
7/1/1940,18.5,0,0,34.8
7/2/1940,19.3,0,0,41.4
7/3/1940,19.2,7.2,19.8,49.4
7/4/1940,14.4,7,10.1,58.8
7/5/1940,16.2,0,0,47.4
7/6/1940,18.7,0,0.9,41
7/7/1940,16.7,25.6,30.4,52.6
7/8/1940,12.9,15.2,15.2,92.7
7/9/1940,14.6,0,0,65.4
7/10/1940,17.9,0,0,46
7/11/1940,15.3,30.6,13.1,49.5
7/12/1940,11.7,3,6.2,61.1
7/13/1940,13.5,0,0,39.6
7/14/1940,17.2,0,0.5,35.6
7/15/1940,19.1,6.3,4.9,46.9
7/16/1940,12.6,15.2,14.1,53
7/17/1940,13.2,14,9.4,47.1
7/18/1940,14.6,0.6,0,49.4
7/19/1940,16.7,0,0,40.4
7/20/1940,18.4,15.6,18,41
7/21/1940,18,2.3,0,61.8
7/22/1940,15.4,20,22.7,47.2
7/23/1940,16.9,3.2,1.2,80.8
7/24/1940,19.6,0,0,67.7
7/25/1940,19,0,0,61.4
7/26/1940,18.5,20,11.5,71.3
7/27/1940,17,1,4.5,73.8
7/28/1940,14.9,0,0,57.3
7/29/1940,15.4,0,0,42.2
7/30/1940,15.2,0,0,37.2
7/31/1940,15.6,0,0,34.5
8/1/1940,18,0,0,37.9
8/2/1940,18.6,0,0,40.7
8/3/1940,19.6,0,0,43.2
8/4/1940,19.9,0,0,45.7
8/5/1940,19.4,2,7.2,44.6
8/6/1940,17.5,10,3.8,49
8/7/1940,19.9,1.2,0,41.8
8/8/1940,19.2,0,0,44.6
8/9/1940,19.8,0,0,43.2
8/10/1940,18,11.2,8.6,49.4
8/11/1940,18.9,0,0,49.4
8/12/1940,17,0,0,40.7
8/13/1940,16.5,0,0,34.5
8/14/1940,15,0,0,31.1
8/15/1940,16.5,0,0,29.9
8/16/1940,18,0,0,29.9
8/17/1940,15.4,0,0,29
8/18/1940,16.9,0,0,31.1
8/19/1940,19,8.6,8.6,29.9
8/20/1940,13.6,2,2,35.2
8/21/1940,11.6,14.5,20.8,24.7
8/22/1940,9.1,14.6,15.4,32.5
8/23/1940,12.1,9.4,2.8,26.3
8/24/1940,9.6,1,0.6,26.6
8/25/1940,11.9,0,0,22
8/26/1940,14.9,0,0,22.6
8/27/1940,17.5,4.2,0,24.7
8/28/1940,14.2,18,5.1,28.6
8/29/1940,15.6,0,0,29
8/30/1940,12.9,0,0,24.7
8/31/1940,12.2,0,0,21.4
9/1/1940,13.7,0,0,20.5
9/2/1940,16.7,0,0,21.4
9/3/1940,17.6,0,0,21.4
9/4/1940,17.3,0,0,21.1
9/5/1940,18,0,0,21.7
9/6/1940,17.6,0,0,22.6
9/7/1940,17.7,0,0,22.9
9/8/1940,14.3,11.2,3.5,24.4
9/9/1940,12.1,28.3,25.3,26
9/10/1940,7.8,20,22.7,28.2
9/11/1940,8.8,12.2,8.3,26
9/12/1940,9,1,0.2,26
9/13/1940,10.7,1.6,1.2,21.4
9/14/1940,10.3,19.2,14.5,22
9/15/1940,10.2,31.6,25.7,50.4
9/16/1940,13.1,0,0,35.2
9/17/1940,14.2,0,0,27.3
9/18/1940,15.1,0,0,25
9/19/1940,16,1.5,3.1,23.8
9/20/1940,16.8,0,0.5,25
9/21/1940,17.7,0,0,27.6
9/22/1940,17,0,0,27.3
9/23/1940,17.2,9.1,0.3,24.1
9/24/1940,14.8,1.4,0.1,22.3
9/25/1940,13.9,23.3,21.6,30.5
9/26/1940,12,0,0,33.4
9/27/1940,13.2,0,0,27
9/28/1940,13.8,31,21.4,31.1
9/29/1940,7.3,0,0.5,38.2
9/30/1940,7.3,0,0,23.8
10/1/1940,9.3,0,0.9,19.3
10/2/1940,10.5,0,2.4,17.8
10/3/1940,9.7,0,0.3,21.4
10/4/1940,10.3,0,0.9,16.4
10/5/1940,10.4,0,0,14.3
10/6/1940,11.5,0,0,13
10/7/1940,11.9,28.6,24.1,15.3
10/8/1940,11.7,3.5,5.2,34.8
10/9/1940,11.3,0,0,26.3
10/10/1940,12.5,4.6,7.6,20.8
10/11/1940,7.5,29.6,41.3,37.4
10/12/1940,8.6,0,0,30.5
10/13/1940,8.9,0,0,22.6
10/14/1940,8.4,2.5,1.5,18.7
10/15/1940,10.4,0,0,16.9
10/16/1940,9.6,0,0,15
10/17/1940,11,0,0,14
10/18/1940,10.4,0,0,13.6
10/19/1940,9,0,0,12.6
10/20/1940,9.7,0,0,11.6
10/21/1940,9.7,0,0,10.7
10/22/1940,6.5,0,0,10.1
10/23/1940,7.3,0,0,9.42
10/24/1940,8.8,0,0,8.85
10/25/1940,6.8,5.6,2.8,8.85
10/26/1940,3.4,1.6,0.8,8.65
10/27/1940,2.8,9.6,4.4,7.92
10/28/1940,2.2,0,0,7.4
10/29/1940,2,3.6,0.5,7.05
10/30/1940,1.3,0,0.2,6.7
10/31/1940,4.8,0,0.4,6.55
11/1/1940,9,29.8,22.5,10.9
11/2/1940,5.2,2.2,2.3,18.4
11/3/1940,6.7,4.2,2,12.6
11/4/1940,16.2,0,0,12.6
11/5/1940,8.9,0,1.4,10.9
11/6/1940,8.3,4.4,4.4,10.3
11/7/1940,5.8,9,7.5,9.25
11/8/1940,4.9,0,0,8.85
11/9/1940,1.1,0,0,8.1
11/10/1940,4.3,0,0,7.75
11/11/1940,4.7,0,0,7.22
11/12/1940,7.5,8,9,7.22
11/13/1940,7.4,0,0,7.62
11/14/1940,7,8,8,7.4
11/15/1940,3.5,12.6,15,8.28
11/16/1940,4.9,0,0,7.92
11/17/1940,3.4,23.6,20.9,7.75
11/18/1940,2.3,0,0,7.75
11/19/1940,3.4,3.5,0,7.75
11/20/1940,4.1,0,0,7.62
11/21/1940,5.1,0,0,7.62
11/22/1940,5.6,2.6,2.1,7.4
11/23/1940,4.8,2,3.4,7.05
11/24/1940,4.5,0,0,6.7
11/25/1940,1.2,0,0,6.1
11/26/1940,-0.6,0,0,5.92
11/27/1940,0.4,0,0,5.58
11/28/1940,0.3,5.6,7.9,5.4
11/29/1940,-1.7,2.7,0,5.1
11/30/1940,-1.3,0,0,4.98
12/1/1940,-1.9,0,0,4.6
12/2/1940,-4.4,0,0,4.22
12/3/1940,-3.2,0,0,4.35
12/4/1940,-2,0,0,4.48
12/5/1940,1.1,3,3.6,4.35
12/6/1940,2.3,5.4,9.2,4.48
12/7/1940,1.2,2.5,6.6,4.48
12/8/1940,0,18.4,19.6,4.35
12/9/1940,-0.8,18.5,14.5,4.1
12/10/1940,1.1,14,15.3,4.22
12/11/1940,0.7,6.2,9.1,4.35
12/12/1940,-0.7,17.5,13.5,4.1
12/13/1940,-0.9,4.5,0.9,4.1
12/14/1940,-6.5,0,0,3.9
12/15/1940,-6.5,0,0,3.6
12/16/1940,-6.1,0,0,3.7
12/17/1940,-7.7,0,0,3.7
12/18/1940,-6.1,0,0,3.5
12/19/1940,-2.8,0,0,3.5
12/20/1940,-2.5,0,0,3.8
12/21/1940,-4,0,0,3.9
12/22/1940,-7.6,0,0,3.8
12/23/1940,-4.7,0,0,3.7
12/24/1940,-10.1,0,0,3.3
12/25/1940,-10.8,0,0,3.5
12/26/1940,-9.5,0,0,3.9
12/27/1940,-6.4,0,0,3.7
12/28/1940,-6.2,0,0,3.4
12/29/1940,-5.9,0,0,3.5
12/30/1940,-3,7,6.6,3.4
12/31/1940,1.5,2,0.7,3.5
1/1/1941,2.7,1,0,3.53
1/2/1941,-0.7,0,2.6,3.53
1/3/1941,-9.5,3,0.2,3.42
